Wins,Name,Code,School
7,Sendejas & Lasseter,UTD SL,UTD
6,Cai & Vazquez Torres,Dartmouth CV,Dartmouth
6,Posey & Wallenmeyer,Liberty PW,Liberty
6,Johnson & Phoenix-Flood,Minnesota JP,Minnesota
6,Shah & Rabbini,Pittsburgh SR,Pittsburgh
6,Bressler & Mojica,Wake Forest BM,Wake Forest
6,Luckett & Taylor,Wake Forest LuTa,Wake Forest
5,Cowan & Murarka,Georgetown CM,Georgetown
5,Sayers & Kumar,Georgetown SK,Georgetown
4,Hazelbrook & Wilson,Emory HW,Emory
4,Penumetcha & Jasani,Indiana PJ,Indiana
4,Conway & Pelletier,James Madison CP,James Madison
4,Dellinger & Hamilton,Liberty DH,Liberty
4,Davis & Munson,Minnesota DM,Minnesota
4,Parrish & Prost,Minnesota PP,Minnesota
4,Campbell & Campbell,Wyoming CC,Wyoming
4,Cline & wolfe,Wake Forest CW,Wake Forest
4,Jones & Abughosh,Wake Forest JA,Wake Forest
4,Leadham & Torguson,Wake Forest LT,Wake Forest
4,Perez & Sayoto,Wake Forest PS,Wake Forest
3,Herzer & Short,Minnesota/Liberty HS,Minnesota
3,Lucas & Wilkinson,Missouri State LW,Missouri State
2,Brown & Rinehart,James Madison BR,James Madison
2,Berry & Horne,Liberty BH,Liberty
2,Santiago & Choi,Navy SC,Navy
2,Hornsby & Vale,Georgia VH,Georgia
1,Fish & Logan,Indiana FL,Indiana
1,Opron & Shatilenko,United States Military OS,United States Military
